2.4,0.39039898,1.62,0.6096011,0.0
2.07,0.67512286,1.81,0.32487717,1.0
1.62,0.9088468,2.4,0.09115322,1.0
2.12,0.09527217,1.78,0.9047278,1.0
1.76,0.23775905,2.15,0.76224095,0.0
1.65,0.24217491,2.35,0.7578251,0.0
1.91,0.60259306,1.96,0.39740685,1.0
1.8,0.3429115,2.08,0.6570885,0.0
2.15,0.86615473,1.76,0.13384528,1.0
1.89,0.44959125,1.97,0.5504087,0.0
1.59,0.45221877,2.49,0.5477812,1.0
2.19,0.44860595,1.7,0.55139405,0.0
2.25,0.2935566,1.7,0.7064434,0.0
2.33,0.5523363,1.65,0.44766372,0.0
1.61,0.73655945,2.43,0.26344055,0.0
1.77,0.94874126,2.12,0.051258758,1.0
1.94,0.043849647,1.91,0.95615035,0.0
1.79,0.11016812,2.1,0.8898319,0.0
1.81,0.09816677,2.07,0.9018332,0.0
1.78,0.11143384,2.12,0.88856614,0.0
1.67,0.49814367,2.3,0.5018563,1.0
2.02,0.8369618,1.85,0.16303815,1.0
1.39,0.6647634,3.18,0.33523658,0.0
2.46,0.15104781,1.6,0.84895223,0.0
1.98,0.8620073,1.88,0.13799264,1.0
1.65,0.24227554,2.35,0.7577245,1.0
2.48,0.57589895,1.58,0.42410105,1.0
1.57,0.97980666,2.52,0.020193307,1.0
1.81,0.35321125,2.08,0.6467887,1.0
1.71,0.5717843,2.22,0.42821562,1.0
2.84,0.0032243382,1.45,0.9967757,0.0
1.74,0.39105365,2.18,0.6089464,1.0
1.63,0.0774412,2.39,0.92255884,0.0
1.61,0.6301477,2.42,0.3698523,0.0
1.52,0.6400796,2.68,0.35992038,0.0
1.81,0.48784024,2.07,0.51215976,0.0
2.01,0.49973762,1.86,0.5002624,0.0
1.58,0.6513155,2.52,0.34868452,1.0
1.62,0.28711268,2.39,0.71288735,0.0
1.42,0.3455015,3.03,0.6544985,1.0
1.52,0.61188054,2.67,0.38811952,1.0
1.73,0.75878966,2.21,0.24121033,1.0
1.69,0.26584327,2.23,0.73415667,0.0
1.55,0.19061191,2.52,0.80938804,0.0
1.85,0.65351343,2.02,0.3464866,1.0
1.71,0.423924,2.21,0.57607603,0.0
1.96,0.55526555,1.9,0.44473436,1.0
1.54,0.43914154,2.6,0.5608585,1.0
1.85,0.46275634,2.02,0.5372437,0.0
1.63,0.5722375,2.4,0.42776248,0.0
1.77,0.17288966,2.13,0.82711035,0.0
2.06,0.6357501,1.82,0.3642499,1.0
1.76,0.6584206,2.15,0.3415794,0.0
1.89,0.38914347,1.97,0.61085653,0.0
1.88,0.20799011,1.99,0.79200983,0.0
1.77,0.096171655,2.12,0.9038283,0.0
1.84,0.39141268,2.03,0.6085873,1.0
1.94,0.17452654,1.92,0.8254734,0.0
1.69,0.2882463,2.27,0.71175367,1.0
1.82,0.6175864,2.06,0.38241363,1.0
1.85,0.6234744,2.02,0.3765255,1.0
1.77,0.4303124,2.13,0.5696876,0.0
1.68,0.51486075,2.29,0.48513928,1.0
1.75,0.54853714,2.14,0.45146284,1.0
1.97,0.49292484,1.89,0.50707513,0.0
1.51,0.6688202,2.69,0.33117977,1.0
1.91,0.56989044,1.95,0.43010953,0.0
1.96,0.4500466,1.9,0.54995334,0.0
1.71,0.59475356,2.23,0.40524647,0.0
1.93,0.460569,1.92,0.539431,1.0
1.61,0.5056418,2.43,0.49435824,1.0
1.69,0.37525123,2.27,0.62474877,0.0
1.89,0.65377706,1.98,0.34622294,1.0
1.82,0.420028,2.06,0.5799721,0.0
1.71,0.44222927,2.23,0.5577708,0.0
1.53,0.6648821,2.63,0.33511785,1.0
1.89,0.52601266,1.96,0.47398734,1.0
1.46,0.5880583,2.91,0.4119417,1.0
1.67,0.6082032,2.31,0.39179677,1.0
1.62,0.6828977,2.42,0.31710228,1.0
1.78,0.6412062,2.11,0.3587938,1.0
1.79,0.5303336,2.1,0.46966642,0.0
1.76,0.55819017,2.13,0.4418098,1.0
1.4,0.43700084,3.11,0.5629992,0.0
1.72,0.42223448,2.2,0.5777655,0.0
2.26,0.5213983,1.68,0.4786017,0.0
1.71,0.5619219,2.23,0.43807808,0.0
1.83,0.5608085,2.04,0.43919155,1.0
1.85,0.39526287,2.02,0.60473716,0.0
2.0,0.3951637,1.87,0.6048362,0.0
1.97,0.57285994,1.89,0.42714006,0.0
1.5,0.44365942,2.72,0.5563406,1.0
2.33,0.5244395,1.66,0.4755605,1.0
1.51,0.7368568,2.67,0.26314318,1.0
1.84,0.28074694,2.04,0.71925306,0.0
1.6,0.62948227,2.47,0.37051767,1.0
2.28,0.30296862,1.68,0.6970314,0.0
2.06,0.3758833,1.82,0.62411666,0.0
1.81,0.5648831,2.07,0.43511692,1.0
1.72,0.67360514,2.21,0.3263949,0.0
1.32,0.53857577,3.59,0.46142426,1.0
1.74,0.5923406,2.18,0.4076594,1.0
1.69,0.4098273,2.29,0.59017265,1.0
2.1,0.4490458,1.79,0.55095416,1.0
1.68,0.46752384,2.32,0.5324761,1.0
2.71,0.47388396,1.5,0.5261161,0.0
1.7,0.6053036,2.25,0.39469647,1.0
1.76,0.34760126,2.15,0.6523987,0.0
1.89,0.6105507,1.97,0.3894493,1.0
1.95,0.42029625,1.9,0.57970375,1.0
1.92,0.54654294,1.94,0.45345703,0.0
1.75,0.45155185,2.16,0.54844815,1.0
1.64,0.43998167,2.38,0.56001836,0.0
1.93,0.48385552,1.94,0.5161445,1.0
2.22,0.5424969,1.71,0.4575031,0.0
2.27,0.5198195,1.68,0.48018053,1.0
1.78,0.624243,2.13,0.37575695,1.0
1.79,0.4191914,2.11,0.58080864,1.0
1.94,0.6110745,1.92,0.38892558,1.0
1.56,0.7021557,2.55,0.29784432,1.0
1.41,0.46957016,3.09,0.53042984,0.0
1.96,0.4507205,1.91,0.54927945,1.0
1.9,0.3648205,1.97,0.6351795,0.0
1.68,0.61065906,2.28,0.38934097,1.0
1.9,0.508169,1.95,0.491831,0.0
2.57,0.4577741,1.55,0.54222584,0.0
1.76,0.5671333,2.15,0.43286666,0.0
2.01,0.4258784,1.86,0.5741216,0.0
1.81,0.45646235,2.08,0.5435377,0.0
1.71,0.68558186,2.23,0.3144182,1.0
1.67,0.5692914,2.28,0.43070856,0.0
1.56,0.6430432,2.57,0.35695678,0.0
1.64,0.44931337,2.36,0.5506866,1.0
2.15,0.56025314,1.74,0.43974677,0.0
1.6,0.4337518,2.45,0.5662483,0.0
1.99,0.45078173,1.86,0.54921824,0.0
2.81,0.43952832,1.45,0.56047165,1.0
1.99,0.56100094,1.87,0.43899912,0.0
1.86,0.5946338,2.0,0.40536618,1.0
1.61,0.49209818,2.38,0.5079019,1.0
1.93,0.5964661,1.9,0.4035339,1.0
1.86,0.49340597,2.0,0.50659406,1.0
1.85,0.42330226,2.02,0.57669777,0.0
2.36,0.5639233,1.64,0.43607673,1.0
1.82,0.53202736,2.05,0.4679727,0.0
1.77,0.6349128,2.13,0.3650872,1.0
1.88,0.45316666,1.98,0.54683334,1.0
1.67,0.5358853,2.31,0.46411473,1.0
1.75,0.39564225,2.15,0.60435766,0.0
1.76,0.38349164,2.14,0.61650836,0.0
1.84,0.60933095,2.04,0.39066905,1.0
1.68,0.4018333,2.28,0.5981667,0.0
2.42,0.4790429,1.62,0.5209571,1.0
2.31,0.4154771,1.66,0.58452284,0.0
1.94,0.61371017,1.92,0.38628978,1.0
1.77,0.62560093,2.12,0.374399,1.0
1.75,0.6903333,2.16,0.30966666,1.0
1.94,0.60166144,1.93,0.39833856,1.0
1.71,0.52916586,2.23,0.47083417,0.0
3.41,0.3798598,1.34,0.6201402,0.0
1.99,0.3735291,1.87,0.62647086,0.0
1.63,0.5959025,2.4,0.40409753,0.0
1.91,0.6384348,1.95,0.36156514,0.0
1.93,0.47965205,1.93,0.52034795,0.0
1.56,0.5313387,2.52,0.46866134,0.0
2.06,0.61939406,1.82,0.38060594,1.0
1.78,0.38034126,2.12,0.61965877,0.0
2.76,0.46394446,1.48,0.5360555,0.0
1.64,0.4639228,2.37,0.5360772,1.0
2.62,0.60094386,1.54,0.39905608,1.0
2.37,0.54710585,1.64,0.45289418,0.0
2.01,0.57293767,1.86,0.42706242,1.0
1.63,0.7206233,2.39,0.2793767,1.0
1.79,0.42875353,2.1,0.57124645,0.0
2.85,0.45418003,1.46,0.54582,0.0
1.92,0.34596723,1.94,0.6540327,0.0
2.72,0.3085849,1.5,0.6914151,0.0
1.55,0.51323664,2.59,0.4867633,1.0
1.73,0.4728916,2.2,0.52710843,0.0
1.79,0.54964286,2.1,0.45035705,0.0
1.77,0.6326831,2.13,0.3673169,1.0
2.14,0.5545053,1.76,0.44549468,1.0
1.77,0.55338913,2.13,0.4466108,0.0
1.92,0.35467058,1.95,0.6453294,0.0
1.59,0.50717014,2.46,0.4928299,1.0
2.17,0.5070902,1.75,0.4929098,1.0
1.62,0.6208949,2.42,0.37910515,1.0
1.8,0.73191637,2.08,0.26808363,1.0
1.58,0.48199928,2.49,0.5180008,1.0
2.0,0.29518148,1.87,0.70481855,0.0
1.67,0.5236923,2.3,0.4763077,1.0
1.73,0.48254284,2.2,0.5174572,1.0
2.3,0.33135536,1.67,0.6686446,0.0
2.52,0.4826476,1.58,0.51735246,1.0
1.72,0.53971356,2.21,0.4602865,0.0
1.84,0.5959796,2.05,0.4040204,0.0
1.94,0.5774304,1.92,0.42256963,1.0
2.05,0.5077333,1.83,0.49226677,0.0
2.35,0.4793921,1.66,0.5206079,0.0
1.91,0.39648268,1.95,0.6035174,1.0
2.07,0.50646937,1.81,0.49353063,1.0
1.86,0.5582179,2.0,0.4417821,0.0
1.53,0.50078,2.65,0.49921992,1.0
2.5,0.4562288,1.58,0.5437712,0.0
2.46,0.24962382,1.6,0.75037616,0.0
2.5,0.26612383,1.58,0.73387617,0.0
1.58,0.7684054,2.48,0.2315946,1.0
1.8,0.5426489,2.08,0.45735106,1.0
1.96,0.55059135,1.9,0.44940868,1.0
1.71,0.6342567,2.23,0.36574328,1.0
1.79,0.3912175,2.1,0.6087825,0.0
1.98,0.4926409,1.89,0.50735915,0.0
1.97,0.5478983,1.89,0.4521017,0.0
2.13,0.49687627,1.77,0.5031237,0.0
2.33,0.46184754,1.66,0.5381524,0.0
1.92,0.46524394,1.94,0.53475606,0.0
1.52,0.52827495,2.58,0.47172508,0.0
2.11,0.3145456,1.76,0.68545437,0.0
1.76,0.41033673,2.15,0.58966327,1.0
1.46,0.5999981,2.82,0.40000185,1.0
1.78,0.6313217,2.12,0.3686782,1.0
2.06,0.4965297,1.82,0.5034703,0.0
2.27,0.45963147,1.66,0.5403685,1.0
1.73,0.61594546,2.14,0.3840545,0.0
1.82,0.5158962,2.0,0.48410386,1.0
1.85,0.5489565,2.01,0.45104352,1.0
1.79,0.4592309,2.01,0.5407691,0.0
1.69,0.51945335,2.2,0.48054665,1.0
1.54,0.6929872,2.62,0.30701277,1.0
1.49,0.64071286,2.76,0.35928714,0.0
2.07,0.48854852,1.82,0.5114515,0.0
2.97,0.26997048,1.43,0.7300295,0.0
2.16,0.34476566,1.75,0.65523434,0.0
1.64,0.6110676,2.37,0.3889324,1.0
1.81,0.6511944,2.07,0.34880564,1.0
1.42,0.61290467,3.02,0.38709533,1.0
2.06,0.53985715,1.82,0.46014288,1.0
1.97,0.4829732,1.9,0.5170267,1.0
2.45,0.57066363,1.61,0.4293363,0.0
2.12,0.46373588,1.77,0.5362642,0.0
2.09,0.54594505,1.81,0.45405504,1.0
1.31,0.4763071,3.69,0.52369297,0.0
2.31,0.505043,1.67,0.49495703,1.0
1.47,0.7008686,2.83,0.2991314,1.0
1.5,0.70338744,2.72,0.29661253,1.0
1.46,0.61621386,2.81,0.38378617,0.0
1.79,0.48876178,2.1,0.5112382,0.0
1.49,0.45303905,2.77,0.54696095,1.0
1.96,0.40220687,1.9,0.59779316,1.0
1.47,0.6367495,2.83,0.36325052,1.0
1.86,0.6105361,2.01,0.38946387,0.0
1.83,0.5543101,2.04,0.44569,1.0
1.94,0.4395849,1.92,0.5604151,0.0
1.84,0.5717682,2.02,0.42823184,0.0
1.82,0.46208802,2.03,0.537912,0.0
1.8,0.5736055,2.08,0.42639458,1.0
1.59,0.43494388,2.45,0.5650561,0.0
1.76,0.51026666,2.14,0.48973337,0.0
1.8,0.4143534,2.09,0.5856466,1.0
1.25,0.67170143,4.08,0.3282986,1.0
1.71,0.5891615,2.23,0.41083848,0.0
1.66,0.56446326,2.29,0.4355368,1.0
1.49,0.41275817,2.74,0.58724177,0.0
2.08,0.48266444,1.79,0.51733553,1.0
1.82,0.43434945,2.04,0.5656506,0.0
1.35,0.48951143,3.41,0.51048857,1.0
1.85,0.5561123,2.0,0.44388774,1.0
2.69,0.38309437,1.5,0.61690557,1.0
1.64,0.5860678,2.34,0.41393223,1.0
2.07,0.50340235,1.78,0.49659762,1.0
1.67,0.5288812,2.31,0.47111887,1.0
1.82,0.5307133,2.06,0.4692866,0.0
2.23,0.6221042,1.68,0.37789568,1.0
1.85,0.42001262,2.01,0.5799874,0.0
1.81,0.4577791,2.07,0.54222095,0.0
2.29,0.4840748,1.67,0.5159252,0.0
1.72,0.38896325,2.21,0.6110367,0.0
2.06,0.5010289,1.82,0.49897107,1.0
1.55,0.6269262,2.56,0.37307382,0.0
1.68,0.5400878,2.23,0.45991227,1.0
2.08,0.41446164,1.8,0.5855384,0.0
1.7,0.49385226,2.25,0.5061478,0.0
1.59,0.5664233,2.48,0.43357664,1.0
1.85,0.5423341,2.02,0.45766595,1.0
1.79,0.54110634,2.11,0.45889372,1.0
1.57,0.5430199,2.53,0.45698014,0.0
2.06,0.4256158,1.82,0.5743842,1.0
1.49,0.62268317,2.74,0.37731683,1.0
1.82,0.54217607,2.07,0.4578239,1.0
2.07,0.39489403,1.81,0.60510594,0.0
1.91,0.64789176,1.95,0.35210824,1.0
1.46,0.40102857,2.82,0.5989714,0.0
1.5,0.6090047,2.7,0.39099535,0.0
1.98,0.52299577,1.88,0.4770043,1.0
1.78,0.4925444,2.11,0.5074556,0.0
2.06,0.50750434,1.82,0.49249566,0.0
1.99,0.5211435,1.87,0.4788565,0.0
1.64,0.55294764,2.39,0.4470524,0.0
2.0,0.3798262,1.87,0.6201738,1.0
1.71,0.4495584,2.23,0.55044156,0.0
2.04,0.4728583,1.83,0.5271417,0.0
1.47,0.34047824,2.79,0.6595218,0.0
2.11,0.41510075,1.79,0.5848993,1.0
1.88,0.59550935,1.99,0.40449068,0.0
1.64,0.51594526,2.36,0.48405477,0.0
1.93,0.07729808,1.92,0.92270195,0.0
1.33,0.702597,3.53,0.29740295,1.0
1.83,0.4961927,2.05,0.5038073,0.0
1.59,0.55161405,2.5,0.44838595,1.0
1.71,0.2571474,2.22,0.7428526,0.0
1.61,0.5186511,2.44,0.48134887,0.0
2.44,0.5402895,1.6,0.45971048,0.0
1.49,0.43635708,2.75,0.563643,1.0
1.92,0.57487804,1.94,0.42512196,1.0
1.56,0.6673621,2.55,0.33263794,0.0
1.83,0.4935246,2.06,0.5064753,0.0
1.58,0.5806351,2.5,0.41936496,1.0
1.93,0.3524113,1.94,0.6475887,0.0
2.04,0.2467175,1.84,0.7532825,1.0
1.77,0.36226922,2.12,0.6377307,1.0
1.84,0.63796854,2.03,0.3620315,1.0
2.59,0.14354989,1.55,0.8564501,0.0
1.54,0.5675916,2.62,0.43240833,1.0
2.17,0.5466826,1.74,0.4533174,0.0
1.43,0.4164624,2.98,0.58353764,0.0
1.67,0.48850912,2.3,0.5114908,0.0
1.69,0.45975804,2.24,0.540242,1.0
1.64,0.6741314,2.35,0.32586864,1.0
2.12,0.57614285,1.78,0.42385706,1.0
1.82,0.52282494,2.05,0.47717506,1.0
1.58,0.52450377,2.52,0.4754962,0.0
1.84,0.3664867,2.04,0.6335133,0.0
1.84,0.31525156,2.03,0.6847484,1.0
1.91,0.5901606,1.95,0.40983933,1.0
2.14,0.18997477,1.76,0.8100252,0.0
1.52,0.43689018,2.67,0.5631098,1.0
2.25,0.5566083,1.7,0.44339165,0.0
2.32,0.46619123,1.66,0.5338088,0.0
2.03,0.32486477,1.84,0.67513525,0.0
2.06,0.27310994,1.82,0.7268901,0.0
1.53,0.44847953,2.65,0.5515204,1.0
1.78,0.5985974,2.11,0.40140253,0.0
1.49,0.57113105,2.73,0.428869,1.0
1.62,0.5306702,2.42,0.4693297,1.0
1.84,0.42451012,2.03,0.5754899,0.0
1.63,0.66166013,2.4,0.33833987,1.0
1.63,0.565165,2.39,0.43483508,1.0
1.54,0.57463163,2.63,0.42536843,1.0
1.78,0.438932,2.12,0.56106806,1.0
1.9,0.6165663,1.96,0.38343367,1.0
1.51,0.5746413,2.7,0.42535868,1.0
1.92,0.6243276,1.94,0.37567237,1.0
1.69,0.46285933,2.26,0.5371406,1.0
1.91,0.42444065,1.95,0.5755594,0.0
1.75,0.45407483,2.17,0.5459252,0.0
2.71,0.40004703,1.5,0.59995306,1.0
1.74,0.48969242,2.19,0.51030755,0.0
1.96,0.4665797,1.9,0.5334204,1.0
1.96,0.47485352,1.9,0.5251465,1.0
1.76,0.54507035,2.15,0.45492968,1.0
1.77,0.6395876,2.14,0.36041248,1.0
1.73,0.61530095,2.21,0.38469902,1.0
1.87,0.49348828,2.0,0.5065117,0.0
2.48,0.30456853,1.59,0.6954315,0.0
1.77,0.62841964,2.13,0.37158033,1.0
2.05,0.4796165,1.83,0.5203835,1.0
1.78,0.5835624,2.12,0.41643766,0.0
2.17,0.55154926,1.75,0.44845074,0.0
1.53,0.5259605,2.65,0.47403952,1.0
2.36,0.41907698,1.64,0.58092296,1.0
2.08,0.5330001,1.81,0.46699986,0.0
2.4,0.481036,1.61,0.51896393,1.0
2.31,0.48363498,1.67,0.51636493,0.0
2.0,0.45435092,1.87,0.54564905,0.0
1.74,0.605136,2.18,0.39486402,1.0
1.68,0.47119042,2.29,0.5288096,1.0
1.55,0.5237426,2.59,0.47625738,1.0
1.92,0.582567,1.94,0.417433,0.0
2.08,0.57366854,1.81,0.42633146,1.0
1.83,0.33550304,2.03,0.66449696,0.0
1.43,0.64001495,2.96,0.35998502,1.0
1.88,0.6086367,1.99,0.3913633,0.0
1.61,0.47541475,2.43,0.52458525,0.0
2.18,0.4123313,1.74,0.58766866,0.0
2.1,0.54160225,1.79,0.45839778,0.0
1.65,0.5334197,2.36,0.46658024,0.0
2.05,0.60524213,1.83,0.3947579,0.0
1.75,0.6056434,2.16,0.39435658,1.0
1.74,0.46602115,2.18,0.5339788,0.0
2.27,0.28108224,1.68,0.7189178,0.0
1.62,0.5882539,2.4,0.4117461,1.0
1.5,0.6369249,2.72,0.36307508,1.0
1.9,0.46991378,1.96,0.5300862,1.0
1.85,0.56944233,2.01,0.4305576,0.0
1.43,0.51404554,2.98,0.48595452,1.0
1.84,0.5505904,2.04,0.44940957,0.0
1.51,0.50517017,2.68,0.4948298,0.0
2.36,0.40757445,1.64,0.5924255,0.0
1.86,0.47737685,2.0,0.5226231,0.0
1.48,0.51232046,2.75,0.48767957,1.0
1.74,0.61763495,2.17,0.38236502,1.0
1.75,0.52999246,2.16,0.47000754,1.0
2.09,0.6305672,1.79,0.36943284,1.0
1.84,0.5141115,2.02,0.4858884,0.0
2.03,0.47978923,1.83,0.5202108,1.0
1.6,0.44923148,2.44,0.55076855,0.0
1.93,0.45989138,1.93,0.54010856,0.0
1.77,0.52194697,2.13,0.4780531,1.0
2.2,0.55132586,1.72,0.4486742,0.0
1.54,0.64856106,2.6,0.35143894,1.0
1.52,0.48518792,2.63,0.51481205,0.0
1.84,0.4324352,2.03,0.5675648,0.0
1.87,0.5152928,1.99,0.48470718,1.0
1.37,0.7037104,3.26,0.29628953,1.0
2.06,0.5247545,1.81,0.47524554,1.0
1.76,0.48765558,2.14,0.51234436,0.0
2.1,0.58060515,1.78,0.41939482,0.0
1.81,0.4201108,2.05,0.5798892,0.0
1.8,0.51521754,2.09,0.48478243,0.0
1.86,0.47564223,2.01,0.5243578,1.0
2.15,0.4985423,1.76,0.5014577,1.0
2.12,0.53918195,1.77,0.46081805,0.0
1.38,0.6750212,3.24,0.3249789,0.0
2.05,0.5845757,1.82,0.41542432,0.0
1.68,0.5462543,2.29,0.45374572,1.0
2.23,0.483733,1.7,0.51626694,1.0
1.75,0.45611084,2.16,0.54388916,1.0
1.82,0.5172751,2.07,0.48272493,1.0
1.87,0.5914276,2.0,0.40857238,1.0
1.73,0.6039897,2.19,0.39601022,0.0
1.57,0.50273055,2.53,0.49726948,1.0
2.03,0.4383515,1.85,0.5616485,1.0
1.5,0.55349606,2.7,0.44650394,1.0
2.23,0.59485745,1.71,0.40514252,0.0
1.38,0.6717983,3.24,0.32820174,0.0
2.25,0.5046607,1.69,0.49533927,0.0
1.95,0.4859932,1.91,0.5140068,0.0
1.54,0.58881044,2.61,0.41118956,1.0
1.75,0.6290347,2.16,0.37096533,1.0
1.67,0.6241097,2.3,0.3758903,1.0
2.15,0.4345353,1.76,0.5654646,0.0
1.74,0.61315346,2.17,0.38684645,0.0
1.94,0.448372,1.91,0.551628,0.0
2.11,0.5118566,1.78,0.48814338,0.0
1.38,0.5392054,3.26,0.4607946,1.0
1.71,0.5987339,2.23,0.40126613,1.0
1.73,0.5608463,2.19,0.4391537,1.0
2.32,0.49095044,1.66,0.5090496,0.0
1.86,0.57845414,2.0,0.42154586,1.0
1.59,0.53980184,2.48,0.4601982,1.0
1.75,0.61531085,2.15,0.3846891,0.0
1.67,0.6536531,2.29,0.34634688,1.0
1.86,0.49238718,1.98,0.50761276,0.0
2.11,0.5494658,1.78,0.4505342,0.0
1.53,0.63044167,2.63,0.36955824,1.0
1.58,0.4869537,2.49,0.5130463,1.0
2.0,0.46850863,1.86,0.53149134,1.0
2.5,0.43938264,1.58,0.5606174,0.0
2.01,0.54539746,1.86,0.45460257,1.0
1.66,0.5117852,2.32,0.48821485,0.0
1.79,0.63010496,2.1,0.36989504,1.0
2.31,0.5119108,1.67,0.4880892,1.0
1.37,0.5529955,3.29,0.4470045,1.0
1.32,0.6487932,3.55,0.35120678,1.0
1.52,0.6429381,2.65,0.35706192,0.0
1.69,0.5224112,2.27,0.4775888,1.0
1.74,0.56274605,2.18,0.43725395,1.0
1.61,0.5904082,2.44,0.40959188,1.0
1.37,0.51786065,3.29,0.48213935,0.0
1.74,0.6018763,2.19,0.3981237,0.0
1.49,0.47482857,2.73,0.52517146,0.0
2.22,0.5425276,1.71,0.45747232,1.0
1.75,0.44540453,2.12,0.5545955,0.0
2.18,0.4638179,1.74,0.53618205,1.0
1.94,0.54118806,1.91,0.45881197,1.0
1.61,0.5067235,2.43,0.49327654,0.0
1.55,0.56646544,2.58,0.4335346,1.0
1.78,0.62425315,2.11,0.3757468,0.0
1.71,0.49713483,2.23,0.50286514,0.0
1.57,0.5779324,2.53,0.4220676,0.0
2.03,0.6159774,1.84,0.38402253,1.0
1.86,0.5517394,2.0,0.44826058,0.0
2.07,0.49682632,1.81,0.50317365,0.0
1.82,0.62501115,2.06,0.37498894,1.0
1.45,0.48741,2.88,0.51259,1.0
1.67,0.61018455,2.29,0.38981545,0.0
2.52,0.53238696,1.57,0.46761304,1.0
1.84,0.44156748,2.02,0.5584325,0.0
2.08,0.47042215,1.8,0.5295778,1.0
1.69,0.50895077,2.25,0.49104926,0.0
1.71,0.52868897,2.24,0.47131106,0.0
1.56,0.5993176,2.56,0.40068236,1.0
2.11,0.4628092,1.79,0.5371908,0.0
1.51,0.4370007,2.7,0.56299937,1.0
1.74,0.5779704,2.15,0.42202958,0.0
1.71,0.6381192,2.22,0.36188084,1.0
1.84,0.49393305,2.04,0.5060669,1.0
1.69,0.47570038,2.27,0.5242997,1.0
1.51,0.56821644,2.7,0.43178356,0.0
1.38,0.629785,3.23,0.370215,1.0
1.82,0.53955245,2.05,0.46044746,0.0
1.99,0.48790017,1.88,0.5120999,1.0
1.56,0.4573988,2.55,0.54260117,1.0
1.66,0.58060277,2.33,0.4193972,0.0
1.81,0.60346943,2.07,0.3965305,1.0
1.96,0.5508241,1.9,0.44917595,1.0
2.15,0.6044198,1.75,0.39558017,0.0
2.74,0.43971285,1.49,0.5602872,1.0
2.2,0.51764673,1.73,0.4823533,1.0
1.53,0.48237965,2.62,0.5176204,0.0
1.83,0.50808275,2.03,0.49191722,1.0
2.07,0.4927455,1.82,0.50725454,1.0
1.3,0.5990783,3.71,0.4009217,1.0
2.62,0.439982,1.54,0.560018,0.0
2.05,0.49679807,1.82,0.5032019,1.0
1.63,0.6383496,2.37,0.36165047,1.0
1.98,0.51823103,1.87,0.48176894,1.0
1.65,0.520187,2.35,0.47981298,1.0
1.95,0.5313368,1.91,0.46866322,0.0
1.83,0.56103355,2.04,0.4389665,1.0
1.54,0.43318385,2.61,0.5668162,0.0
1.9,0.5799721,1.96,0.4200279,0.0
2.08,0.5254434,1.81,0.47455668,0.0
1.95,0.6170382,1.91,0.38296178,0.0
2.55,0.4330461,1.56,0.5669539,0.0
1.98,0.50237507,1.87,0.49762493,0.0
1.59,0.49706483,2.49,0.5029352,1.0
2.35,0.4754073,1.65,0.52459264,0.0
1.93,0.49267846,1.93,0.5073216,1.0
2.19,0.45063657,1.74,0.54936343,0.0
1.92,0.5461152,1.93,0.45388478,0.0
2.74,0.4502893,1.49,0.5497107,1.0
1.55,0.4608882,2.58,0.5391118,1.0
2.0,0.523722,1.86,0.47627798,0.0
